Customer_id,Age,Gender,Newsletter
504419,40,1,1
504420,24,1,0
504421,36,1,0
504422,44,1,1
504423,24,0,0
504424,42,0,0
504425,55,1,0
504426,30,1,0
504427,35,1,0
504428,49,1,0
504429,58,0,0
504430,22,1,0
504431,24,0,0
504432,23,1,1
504433,58,0,1
504434,50,0,0
504435,39,1,0
504436,32,1,0
504437,57,1,1
504438,52,0,0
504439,55,1,0
504440,47,1,0
504441,36,1,1
504442,62,1,0
504443,50,0,0
504444,56,1,1
504445,20,1,0
504446,58,1,0
504447,46,1,0
504448,37,1,0
504449,46,1,0
504450,62,1,0
504451,63,1,0
504452,63,0,0
504453,59,1,0
504454,23,1,0
504455,44,0,0
504456,31,1,0
504457,53,1,1
504458,35,0,0
504459,47,1,1
504460,34,0,0
504461,52,1,1
504462,26,1,0
504463,17,1,0
504464,37,1,0
504465,52,1,0
504466,54,1,1
504467,34,1,1
504468,38,0,0
504469,39,1,0
504470,60,1,1
504471,52,1,0
504472,31,1,0
504473,59,0,0
504474,60,0,0
504475,56,1,1
504476,29,0,0
504477,49,1,0
504478,42,1,1
504479,20,1,0
504480,48,0,0
504481,56,0,0
504482,16,0,0
504483,35,0,0
504484,63,0,0
504485,30,0,0
504486,53,0,1
504487,21,1,0
504488,21,1,0
504489,55,0,0
504490,40,0,0
504491,30,1,0
504492,39,0,0
504493,28,0,0
504494,47,0,1
504495,57,1,0
504496,54,0,1
504497,45,1,0
504498,46,0,0
504499,33,0,0
504500,32,1,0
504501,40,0,0
504502,23,1,1
504503,40,0,0
504504,48,1,0
504505,41,1,0
504506,24,0,1
504507,47,1,0
504508,61,1,0
504509,51,0,0
504510,45,1,0
504511,50,1,0
504512,50,0,0
504513,18,0,0
504514,25,1,1
504515,38,1,0
504516,21,1,0
504517,19,1,0
504518,62,1,1
504519,24,1,0
504520,35,0,0
504521,56,1,0
504522,63,0,0
504523,36,1,0
504524,40,1,0
504525,49,0,0
504526,57,0,0
504527,22,1,1
504528,29,1,0
504529,32,0,1
504530,41,0,0
504531,50,1,0
504532,56,1,0
504533,30,1,0
504534,41,1,0
504535,30,1,0
504536,23,0,1
504537,54,1,0
504538,45,1,0
504539,43,1,1
504540,29,1,0
504541,35,0,0
504542,29,0,0
504543,29,0,0
504544,40,1,0
504545,53,1,0
504546,47,1,0
504547,60,1,0
504548,36,1,0
504549,43,1,0
504550,63,0,0
504551,19,1,0
504552,26,1,0
504553,54,0,1
504554,16,0,0
504555,26,1,0
504556,48,1,0
504557,59,1,0
504558,20,0,0
504559,39,1,0
504560,47,1,0
504561,56,1,0
504562,20,1,0
504563,28,1,0
504564,38,1,0
504565,57,1,0
504566,35,1,0
504567,24,0,0
504568,40,0,0
504569,63,1,0
504570,19,1,0
504571,52,1,0
504572,56,0,0
504573,56,0,0
504574,47,1,0
504575,42,0,0
504576,27,1,0
504577,43,1,0
504578,54,1,0
504579,52,0,0
504580,19,1,0
504581,22,0,0
504582,49,0,0
504583,35,1,0
504584,47,1,0
504585,44,0,0
504586,35,1,0
504587,24,1,0
504588,16,1,0
504589,27,1,0
504590,53,1,0
504591,26,0,0
504592,45,1,0
504593,39,1,1
504594,57,1,0
504595,42,0,0
504596,37,1,1
504597,58,1,0
504598,43,0,0
504599,24,0,0
504600,56,1,1
504601,62,0,0
504602,53,0,1
504603,45,1,0
504604,48,1,0
504605,16,1,0
504606,62,1,0
504607,22,1,0
504608,52,1,0
504609,18,1,0
504610,39,1,0
504611,57,1,0
504612,61,1,0
504613,17,0,0
504614,62,1,0
504615,50,0,0
504616,26,1,1
504617,49,1,1
504618,63,1,0
504619,23,1,0
504620,63,0,0
504621,59,1,1
504622,60,1,0
504623,25,1,0
504624,50,0,0
504625,52,0,0
504626,19,1,0
504627,33,1,0
504628,45,1,1
504629,57,1,0
504630,45,0,1
504631,54,0,0
504632,62,1,0
504633,49,1,0
504634,63,1,0
504635,28,1,0
504636,50,1,0
504637,54,1,0
504638,46,1,0
504639,16,1,0
504640,49,1,0
504641,52,0,0
504642,47,1,0
504643,28,1,0
504644,28,1,0
504645,37,1,0
504646,27,1,0
504647,62,1,0
504648,18,0,1
504649,35,1,0
504650,36,1,1
504651,50,0,1
504652,18,0,1
504653,17,0,1
504654,45,1,0
504655,19,0,0
504656,29,1,0
504657,59,1,0
504658,61,0,0
504659,21,1,0
504660,48,1,0
504661,42,1,0
504662,49,0,0
504663,19,1,0
504664,44,0,0
504665,48,1,0
504666,31,1,1
504667,49,1,1
504668,37,1,0
504669,26,1,1
504670,50,1,0
504671,59,0,1
504672,53,0,0
504673,36,0,0
504674,51,1,1
504675,20,1,0
504676,37,1,0
504677,37,0,0
504678,25,1,0
504679,26,1,1
504680,50,0,1
504681,63,1,1
504682,47,1,0
504683,29,1,0
504684,52,1,0
504685,20,1,0
504686,38,0,0
504687,16,1,0
504688,42,1,0
504689,24,0,0
504690,26,1,0
504691,35,1,0
504692,46,1,0
504693,50,1,1
504694,28,1,0
504695,40,1,0
504696,48,1,0
504697,53,1,0
504698,25,1,0
504699,58,0,0
504700,47,1,0
504701,39,1,0
504702,40,0,0
504703,20,1,0
504704,57,1,0
504705,44,0,0
504706,52,1,0
504707,23,1,0
504708,62,1,0
504709,49,1,0
504710,31,1,0
504711,56,1,0
504712,27,0,0
504713,60,0,1
504714,16,1,0
504715,57,1,0
504716,38,0,0
504717,29,1,0
504718,59,0,0
504719,56,1,0
504720,18,1,0
504721,47,1,0
504722,34,0,0
504723,63,0,0
504724,49,0,0
504725,47,1,0
504726,23,1,0
504727,46,0,0
504728,45,0,0
504729,25,1,0
504730,24,1,0
504731,23,1,1
504732,24,1,0
504733,63,1,0
504734,16,1,0
504735,29,0,0
504736,38,0,0
504737,58,0,0
504738,54,0,0
504739,56,1,0
504740,55,1,0
504741,56,1,0
504742,40,1,0
504743,50,1,0
504744,39,1,0
504745,25,1,0
504746,19,1,0
504747,39,1,0
504748,31,1,0
504749,50,1,0
504750,42,0,0
504751,55,1,0
504752,58,0,0
504753,17,1,0
504754,30,1,0
504755,42,1,1
504756,54,1,0
504757,51,1,0
504758,25,1,0
504759,57,1,0
504760,21,1,0
504761,24,1,0
504762,41,1,0
504763,30,1,0
504764,50,1,0
504765,34,0,0
504766,34,1,1
504767,17,1,0
504768,40,1,1
504769,24,1,0
504770,16,0,0
504771,33,0,0
504772,33,1,0
504773,38,1,0
504774,40,0,0
504775,43,1,0
504776,26,1,0
504777,55,1,0
504778,34,1,0
504779,36,1,0
504780,43,1,0
504781,53,1,1
504782,48,0,0
504783,27,1,1
504784,46,1,0
504785,46,1,0
504786,62,1,0
504787,41,1,0
504788,62,1,1
504789,42,0,0
504790,37,0,0
504791,52,0,0
504792,49,1,0
504793,23,1,0
504794,26,1,1
504795,46,1,0
504796,21,1,1
504797,46,0,0
504798,30,0,0
504799,25,1,0
504800,50,1,0
504801,40,1,0
504802,61,1,0
504803,62,1,0
504804,56,1,0
504805,53,1,0
504806,30,1,0
504807,33,0,0
504808,46,1,1
504809,26,0,1
504810,28,0,0
504811,57,0,0
504812,25,1,0
504813,31,0,1
504814,39,1,0
504815,63,1,0
504816,18,0,0
504817,50,1,0
504818,62,1,0
504819,40,1,0
504820,20,0,0
504821,43,0,0
504822,41,1,0
504823,56,1,0
504824,21,1,0
504825,18,1,0
504826,41,1,0
504827,38,1,0
504828,34,1,0
504829,28,1,0
504830,20,1,0
504831,39,1,0
504832,40,1,0
504833,30,1,0
504834,38,1,0
504835,30,1,0
504836,16,0,0
504837,60,0,0
504838,37,1,1
504839,47,0,1
504840,41,1,0
504841,23,0,0
504842,30,1,0
504843,22,0,0
504844,59,0,0
504845,57,0,1
504846,28,1,0
504847,31,1,0
504848,45,1,0
504849,35,1,0
504850,53,0,1
504851,62,0,0
504852,16,0,0
504853,51,0,0
504854,24,1,0
504855,60,1,0
504856,34,0,0
504857,21,1,0
504858,61,1,0
504859,46,1,1
504860,30,1,0
504861,49,1,1
504862,52,1,0
504863,23,1,0
504864,21,1,0
504865,43,0,0
504866,21,0,0
504867,17,1,0
504868,51,1,0
504869,40,1,0
504870,40,0,0
504871,47,0,0
504872,42,1,0
504873,45,1,1
504874,61,1,0
504875,36,0,0
504876,48,0,1
504877,52,1,0
504878,49,1,0
504879,62,1,0
504880,59,1,1
504881,21,1,0
504882,50,0,0
504883,28,1,0
504884,39,1,0
504885,20,1,0
504886,18,1,0
504887,30,0,0
504888,54,1,0
504889,59,1,0
504890,42,1,0
504891,21,1,0
504892,46,1,0
504893,61,0,0
504894,40,0,0
504895,43,0,0
504896,28,1,0
504897,46,1,0
504898,40,1,0
504899,62,1,0
504900,59,1,0
504901,46,1,0
504902,17,1,0
504903,29,1,0
504904,25,1,0
504905,21,1,0
504906,21,1,0
504907,44,1,0
504908,44,1,0
504909,20,1,0
504910,42,1,0
504911,58,0,0
504912,44,1,0
504913,62,0,0
504914,63,1,0
504915,44,0,0
504916,37,0,0
504917,54,1,0
504918,17,1,0
504919,34,0,0
504920,51,1,0
504921,51,0,0
504922,31,1,0
504923,52,1,0
504924,55,1,0
504925,61,1,0
504926,33,1,0
504927,51,1,0
504928,28,0,0
504929,45,1,0
504930,60,1,0
504931,38,0,1
504932,61,0,0
504933,31,1,0
504934,28,1,0
504935,26,0,0
504936,54,1,0
504937,58,1,0
504938,61,1,0
504939,28,0,0
504940,52,1,0
504941,44,0,0
504942,33,0,0
504943,34,1,0
504944,46,1,0
504945,62,1,0
504946,55,1,1
504947,25,0,0
504948,35,0,0
504949,31,1,0
504950,57,1,0
504951,55,0,0
504952,54,1,1
504953,59,0,0
504954,58,0,0
504955,36,1,0
504956,62,1,0
504957,38,1,0
504958,63,1,0
504959,43,0,0
504960,23,0,0
504961,54,1,0
504962,23,0,0
504963,43,0,0
504964,31,0,1
504965,17,1,0
504966,18,0,0
504967,53,1,0
504968,28,0,0
504969,21,0,0
504970,43,1,0
504971,57,0,0
504972,49,1,0
504973,18,0,0
504974,33,0,0
504975,38,0,0
504976,27,0,0
504977,21,1,0
504978,26,1,0
504979,32,0,0
504980,38,1,0
504981,56,1,0
504982,42,1,0
504983,41,1,0
504984,32,1,0
504985,45,0,0
504986,19,0,1
504987,30,1,0
504988,32,1,1
504989,17,1,0
504990,20,1,1
504991,42,1,0
504992,56,1,0
504993,35,1,1
504994,21,1,0
504995,30,1,0
504996,63,0,0
504997,32,0,0
504998,30,1,0
504999,18,0,0
505000,32,0,0
505001,47,1,0
505002,22,0,0
505003,32,1,0
505004,25,0,0
505005,59,0,1
505006,37,1,0
505007,35,1,0
505008,23,1,0
505009,26,1,0
505010,47,1,0
505011,55,1,0
505012,46,1,0
505013,19,1,0
505014,47,1,0
505015,29,0,0
505016,39,1,0
505017,34,1,0
505018,58,1,1
505019,47,1,0
505020,45,1,0
505021,36,1,0
505022,47,0,0
505023,34,1,0
505024,53,1,0
505025,50,0,0
505026,31,1,0
505027,17,0,0
505028,48,1,1
505029,38,1,0
505030,31,0,0
505031,34,0,0
505032,63,1,0
505033,28,1,0
505034,40,1,0
505035,55,1,0
505036,50,1,1
505037,51,1,0
505038,41,1,0
505039,23,1,0
505040,23,1,0
505041,54,0,0
505042,16,1,1
505043,49,0,1
505044,36,0,0
505045,29,1,0
505046,35,1,0
505047,24,0,0
505048,43,1,0
505049,41,1,1
505050,40,0,0
505051,19,0,0
505052,46,1,1
505053,43,1,0
505054,42,1,0
505055,43,1,0
505056,60,0,1
505057,33,1,0
505058,32,1,0
505059,30,1,0
505060,50,1,0
505061,34,1,0
505062,17,1,1
505063,44,1,0
505064,24,1,0
505065,63,1,1
505066,41,0,0
505067,22,1,0
505068,40,1,0
505069,33,0,0
505070,55,1,1
505071,61,1,0
505072,39,1,1
505073,23,0,1
505074,61,1,1
505075,37,1,0
505076,52,1,1
505077,56,0,0
505078,52,1,1
505079,38,0,1
505080,18,1,0
505081,24,1,0
505082,33,0,0
505083,19,1,1
505084,61,1,0
505085,29,1,0
505086,36,1,0
505087,63,1,0
505088,26,1,0
505089,59,1,0
505090,17,1,0
505091,53,1,0
505092,18,0,1
505093,49,1,0
505094,43,0,0
505095,45,1,1
505096,63,1,0
505097,16,1,0
505098,17,1,0
505099,38,1,0
505100,42,1,0
505101,32,0,0
505102,23,0,1
505103,59,0,0
505104,58,1,0
505105,53,1,0
505106,28,1,0
505107,56,1,0
505108,55,0,0
505109,19,1,0
505110,60,0,0
505111,63,1,1
505112,53,1,0
505113,54,1,0
505114,61,1,0
505115,57,1,0
505116,43,0,0
505117,51,1,0
505118,20,1,0
505119,56,0,0
505120,55,1,0
505121,34,1,0
505122,51,0,0
505123,42,0,0
505124,41,1,0
505125,55,0,0
505126,20,0,0
505127,29,1,0
505128,38,1,1
505129,47,0,0
505130,49,0,1
505131,31,0,1
505132,59,1,0
505133,21,0,0
505134,17,1,1
505135,39,1,0
505136,29,0,1
505137,32,0,0
505138,21,0,0
505139,42,1,0
505140,18,1,0
505141,55,1,0
505142,21,0,0
505143,27,1,0
505144,26,1,0
505145,49,0,0
505146,19,1,0
505147,40,1,1
505148,32,1,0
505149,16,1,0
505150,18,0,0
505151,37,1,0
505152,41,1,1
505153,33,0,1
505154,55,1,0
505155,45,1,0
505156,53,0,0
505157,40,1,0
505158,54,0,1
505159,39,1,0
505160,49,1,0
505161,57,1,1
505162,30,1,0
505163,51,1,0
505164,54,0,0
505165,29,1,0
505166,34,0,0
505167,61,1,0
505168,46,1,0
505169,25,1,0
505170,20,1,1
505171,45,1,0
505172,18,1,1
505173,31,1,0
505174,58,1,0
505175,49,1,0
505176,18,1,1
505177,37,0,1
505178,33,1,1
505179,62,0,0
505180,44,1,1
505181,26,0,0
505182,46,1,0
505183,54,0,0
505184,31,1,0
505185,39,1,0
505186,45,1,0
505187,50,1,0
505188,41,1,0
505189,17,1,0
505190,22,1,0
505191,25,1,0
505192,31,1,0
505193,59,0,0
505194,20,1,0
505195,26,0,0
505196,17,0,0
505197,22,0,0
505198,54,1,1
505199,59,0,0
505200,17,1,0
505201,54,0,1
505202,48,1,0
505203,16,1,0
505204,58,0,0
505205,27,0,0
505206,58,1,1
505207,31,1,0
505208,49,1,0
505209,50,1,0
505210,23,0,0
505211,45,0,0
505212,26,0,0
505213,60,0,0
505214,32,1,0
505215,42,1,0
505216,49,1,0
505217,39,1,0
505218,37,1,0
505219,50,0,0
505220,35,1,0
505221,43,1,0
505222,24,0,0
505223,24,1,0
505224,32,1,0
505225,23,0,0
505226,27,1,0
505227,30,0,0
505228,49,1,0
505229,40,1,0
505230,22,1,0
505231,57,1,0
505232,35,0,0
505233,26,0,0
505234,36,0,0
505235,21,1,0
505236,58,1,1
505237,56,0,1
505238,25,1,0
505239,23,1,0
505240,21,1,0
505241,23,0,0
505242,47,1,0
505243,57,1,0
505244,54,0,0
505245,42,0,0
505246,40,1,0
505247,42,0,0
505248,58,1,0
505249,61,1,0
505250,39,1,0
505251,47,1,0
505252,30,1,0
505253,53,1,0
505254,52,0,1
505255,57,1,0
505256,31,1,0
505257,63,0,0
505258,53,1,0
505259,45,1,0
505260,59,0,0
505261,44,1,0
505262,16,1,0
505263,58,0,0
505264,37,0,1
505265,52,1,0
505266,53,1,1
505267,20,0,0
505268,46,0,0
505269,20,0,0
505270,31,0,0
505271,43,1,0
505272,45,1,0
505273,40,1,0
505274,47,1,0
505275,22,0,0
505276,42,1,0
505277,30,0,0
505278,61,1,1
505279,36,0,0
505280,32,0,0
505281,57,0,0
505282,37,1,1
505283,60,1,0
505284,36,1,0
505285,22,1,0
505286,30,0,0
505287,59,1,0
505288,58,1,1
505289,60,1,0
505290,32,0,1
505291,43,1,0
505292,23,1,1
505293,32,1,0
505294,41,0,0
505295,21,1,0
505296,48,1,0
505297,43,0,0
505298,50,1,0
505299,62,1,0
505300,57,0,0
505301,21,0,0
505302,24,0,1
505303,36,0,0
505304,27,1,0
505305,46,1,0
505306,50,1,0
505307,61,1,0
505308,58,1,0
505309,45,1,1
505310,46,0,0
505311,53,1,0
505312,48,1,0
505313,40,0,1
505314,52,0,1
505315,25,0,0
505316,27,1,0
505317,43,1,0
505318,37,1,0
505319,28,0,1
505320,45,1,0
505321,62,0,0
505322,19,0,0
505323,27,1,1
505324,38,1,0
505325,31,1,0
505326,36,1,1
505327,60,1,0
505328,17,1,0
505329,54,0,1
505330,33,1,0
505331,35,0,0
505332,58,1,0
505333,39,1,0
505334,59,1,0
505335,32,0,0
505336,53,1,1
505337,57,1,0
505338,26,1,0
505339,50,1,0
505340,48,0,0
505341,47,1,1
505342,48,1,1
505343,54,0,0
505344,29,1,1
505345,16,0,0
505346,62,0,1
505347,19,1,1
505348,31,1,0
505349,30,1,0
505350,60,1,0
505351,43,1,0
505352,17,0,0
505353,37,1,0
505354,34,1,0
505355,20,0,0
505356,62,0,0
505357,41,0,0
505358,26,0,1
505359,58,0,0
505360,22,1,0
505361,63,1,0
505362,30,1,0
505363,33,1,0
505364,50,0,0
505365,60,1,0
505366,47,1,0
505367,60,1,0
505368,55,1,0
505369,20,0,0
505370,29,1,0
505371,56,0,0
505372,36,0,0
505373,51,1,0
505374,32,1,0
505375,41,1,1
505376,22,0,0
505377,37,1,0
505378,42,0,0
505379,46,0,1
505380,35,1,0
505381,25,1,0
505382,28,0,0
505383,29,0,1
505384,25,0,0
505385,17,1,0
505386,20,1,1
505387,48,1,0
505388,22,1,0
505389,39,0,0
505390,39,0,0
505391,58,1,0
505392,21,0,0
505393,24,0,0
505394,53,1,0
505395,16,0,1
505396,24,1,0
505397,22,1,0
505398,35,1,0
505399,54,0,0
505400,47,1,0
505401,17,1,1
505402,48,0,0
505403,43,0,0
505404,36,1,1
505405,60,1,1
505406,29,0,0
505407,31,1,0
505408,24,0,0
505409,26,0,0
505410,61,0,0
505411,19,1,0
505412,29,0,0
505413,40,1,0
505414,46,1,1
505415,22,0,0
505416,52,1,1
505417,27,0,0
505418,41,0,0
505419,41,0,0
505420,53,1,0
505421,60,1,0
505422,61,1,0
505423,40,0,0
505424,48,1,0
505425,57,1,0
505426,40,1,0
505427,63,0,1
505428,56,1,0
505429,52,1,0
505430,48,1,0
505431,33,0,0
505432,19,0,0
505433,31,1,0
505434,49,1,1
505435,30,1,0
505436,35,1,0
505437,41,1,0
505438,52,1,0
505439,30,0,0
505440,52,1,0
505441,44,1,0
505442,48,0,0
505443,22,0,0
505444,45,1,0
505445,30,1,0
505446,22,1,0
505447,25,1,1
505448,56,1,0
505449,23,1,0
505450,43,0,1
505451,32,1,1
505452,37,1,0
505453,39,0,0
505454,19,1,0
505455,41,1,0
505456,52,1,0
505457,31,1,0
505458,44,0,0
505459,22,0,0
505460,40,0,0
505461,25,0,0
505462,28,1,0
505463,31,1,0
505464,41,0,0
505465,48,1,0
505466,16,1,0
505467,40,1,0
505468,50,1,0
505469,27,0,0
505470,48,1,0
505471,30,0,0
505472,62,1,0
505473,63,0,0
505474,54,1,0
505475,21,1,0
505476,56,1,0
505477,29,0,0
505478,46,1,0
505479,57,1,0
505480,41,1,0
505481,62,0,1
505482,59,0,0
505483,46,1,0
505484,35,0,1
505485,59,1,0
505486,32,1,0
505487,59,0,0
505488,24,0,0
505489,17,1,1
505490,49,1,0
505491,58,1,0
505492,43,0,0
505493,27,1,0
505494,30,1,0
505495,35,0,1
505496,24,1,0
505497,29,1,0
505498,23,1,0
505499,17,1,0
505500,50,0,0
505501,46,1,0
505502,50,0,0
505503,44,1,0
505504,62,0,1
505505,50,1,0
505506,26,1,0
505507,48,0,0
505508,48,0,1
505509,52,1,1
505510,22,1,0
505511,36,1,0
505512,20,1,1
505513,17,1,0
505514,19,1,0
505515,45,1,0
505516,28,1,0
505517,63,0,0
505518,20,1,0
505519,31,0,1
505520,53,1,0
505521,63,1,0
505522,18,1,0
505523,60,0,0
505524,42,0,0
505525,26,1,0
505526,23,1,0
505527,29,1,0
505528,49,1,0
505529,20,1,0
505530,29,1,0
505531,42,0,0
505532,39,1,0
505533,27,1,0
505534,33,1,1
505535,53,0,0
505536,52,0,0
505537,20,1,0
505538,52,1,0
505539,32,0,1
505540,24,1,0
505541,36,1,0
505542,42,0,0
505543,56,1,0
505544,36,1,0
505545,46,1,0
505546,57,1,0
505547,21,1,0
505548,56,0,1
505549,47,1,0
505550,50,0,0
505551,57,0,0
505552,32,1,1
505553,16,1,0
505554,32,1,0
505555,55,1,0
505556,28,1,0
505557,62,0,0
505558,57,1,0
505559,57,0,0
505560,61,1,0
505561,31,1,0
505562,61,1,0
505563,49,1,0
505564,29,1,0
505565,39,0,0
505566,20,0,0
505567,45,1,0
505568,42,1,0
505569,43,0,0
505570,17,1,1
505571,40,1,0
505572,59,0,0
505573,38,1,0
505574,30,1,0
505575,19,1,0
505576,59,0,0
505577,37,1,0
505578,47,1,0
505579,42,1,0
505580,45,1,1
505581,50,1,0
505582,47,1,0
505583,43,1,0
505584,47,1,0
505585,60,1,0
505586,39,1,0
505587,60,1,0
505588,37,1,0
505589,57,1,0
505590,41,0,0
505591,39,1,0
505592,36,1,0
505593,37,1,0
505594,39,1,0
505595,41,1,0
505596,57,0,0
505597,23,1,0
505598,46,0,0
505599,40,0,0
505600,38,1,0
505601,33,1,0
505602,22,0,0
505603,40,1,0
505604,47,0,0
505605,25,1,0
505606,38,1,0
505607,24,1,0
505608,46,1,0
505609,48,0,0
505610,58,1,0
505611,39,1,0
505612,50,0,0
505613,32,1,0
505614,23,1,0
505615,31,1,0
505616,23,1,0
505617,19,1,1
505618,35,1,0
505619,25,1,0
505620,32,1,0
505621,20,1,0
505622,47,1,0
505623,35,0,1
505624,33,1,0
505625,20,0,0
505626,40,1,0
505627,25,1,0
505628,38,0,0
505629,52,1,1
505630,55,1,0
505631,41,1,0
505632,31,0,0
505633,31,0,0
505634,47,1,1
505635,29,1,0
505636,41,1,0
505637,42,1,0
505638,31,0,0
505639,52,0,0
505640,62,1,0
505641,31,0,1
505642,26,1,0
505643,20,0,0
505644,57,1,0
505645,56,0,0
505646,23,1,0
505647,49,1,0
505648,63,0,0
505649,23,0,0
505650,28,1,0
505651,61,1,1
505652,61,1,0
505653,59,1,0
505654,35,1,0
505655,16,0,0
505656,51,1,0
505657,34,1,0
505658,39,1,0
505659,44,1,0
505660,26,1,0
505661,25,0,0
505662,28,1,0
505663,38,1,0
505664,58,0,0
505665,16,1,0
505666,60,0,0
505667,53,0,0
505668,42,0,0
505669,50,1,0
505670,51,1,0
505671,28,1,1
505672,50,1,0
505673,52,1,0
505674,19,0,0
505675,31,1,0
505676,50,1,0
505677,37,1,0
505678,33,1,0
505679,25,0,0
505680,34,1,1
505681,55,0,0
505682,21,0,0
505683,29,1,0
505684,18,1,0
505685,56,0,0
505686,48,1,0
505687,40,1,0
505688,23,0,0
505689,21,1,0
505690,50,1,1
505691,20,1,0
505692,23,0,0
505693,21,0,0
505694,26,1,0
505695,50,1,0
505696,34,1,0
505697,42,1,0
505698,30,1,0
505699,24,1,1
505700,54,0,0
505701,17,1,0
505702,29,1,1
505703,51,1,0
505704,17,1,0
505705,34,1,0
505706,23,1,1
505707,55,1,0
505708,24,1,0
505709,49,1,0
505710,56,0,1
505711,19,0,0
505712,43,1,0
505713,20,1,0
505714,37,1,0
505715,33,1,0
505716,19,0,0
505717,26,1,1
505718,54,1,0
505719,16,0,0
505720,32,1,0
505721,44,0,0
505722,51,1,0
505723,57,1,0
505724,34,0,0
505725,42,0,0
505726,62,0,0
505727,57,1,1
505728,26,1,0
505729,61,0,0
505730,30,0,0
505731,56,1,0
505732,56,0,0
505733,42,1,0
505734,38,0,0
505735,26,1,0
505736,39,1,0
505737,52,1,0
505738,28,0,1
505739,57,1,0
505740,53,1,0
505741,57,1,0
505742,16,1,1
505743,43,0,0
505744,31,1,0
505745,32,1,0
505746,52,1,1
505747,38,1,0
505748,41,1,0
505749,16,1,0
505750,26,1,0
505751,28,1,0
505752,54,0,1
505753,27,1,0
505754,21,1,0
505755,33,1,1
505756,56,1,1
505757,24,1,0
505758,29,1,0
505759,34,1,0
505760,36,1,0
505761,32,1,0
505762,47,1,0
505763,48,1,0
505764,29,0,0
505765,40,1,0
505766,39,1,0
505767,25,1,1
505768,21,1,0
505769,25,1,0
505770,25,1,1
505771,44,1,0
505772,16,1,0
505773,23,0,0
505774,39,1,0
505775,49,1,0
505776,52,1,0
505777,51,1,0
505778,49,1,0
505779,27,1,1
505780,23,0,0
505781,31,1,0
505782,44,1,0
505783,19,0,0
505784,30,1,0
505785,54,1,1
505786,41,1,0
505787,60,1,0
505788,35,1,0
505789,16,1,0
505790,51,1,0
505791,41,1,0
505792,51,1,0
505793,33,1,0
505794,48,1,0
505795,55,1,1
505796,19,1,0
505797,33,0,0
505798,29,0,1
505799,54,1,0
505800,23,0,0
505801,36,0,0
505802,53,1,0
505803,52,1,1
505804,62,1,0
505805,26,1,0
505806,18,0,0
505807,44,1,0
505808,49,0,0
505809,59,1,0
505810,58,1,0
505811,56,0,0
505812,48,1,0
505813,63,0,0
505814,57,0,1
505815,47,1,0
505816,37,1,0
505817,49,0,1
505818,58,0,0
505819,63,1,0
505820,61,0,0
505821,25,1,0
505822,32,1,1
505823,23,1,0
505824,36,1,1
505825,57,1,0
505826,35,1,1
505827,51,1,0
505828,59,1,0
505829,56,1,0
505830,17,1,0
505831,45,1,0
505832,50,0,0
505833,30,1,0
505834,52,1,1
505835,63,0,0
505836,51,1,0
505837,50,1,0
505838,57,0,0
505839,37,1,1
505840,18,1,0
505841,55,0,0
505842,21,0,1
505843,47,0,0
505844,26,1,0
505845,63,0,0
505846,23,0,0
505847,59,1,0
505848,63,0,0
505849,61,1,0
505850,24,0,0
505851,40,1,0
505852,33,1,1
505853,39,1,0
505854,20,0,0
505855,21,1,1
505856,16,1,0
505857,18,1,0
505858,48,1,0
